vendor,api_slug,class,reason,removed,readd_condition,evidence_source
maif.local,otoroshi,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
mbus.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
microcks.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
mtaa-api.herokuapp.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): heroku-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
offerlab.com,offerlab-api,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): OfferLab collab-commerce platform; no-code only, no public developer API",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
opentrials.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
patrowl.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
portal.1naturalway.com,main,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): 1 Natural Way consumer breast-pump site; portal subdomain, no public API",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
powerdns.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
redhat.local,patchman-engine,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
redhat.local,patchman-engine-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
restful4up.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
rudder.example.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): example-placeholder,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
sandbox-dbs.larciergroup.com,main,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Larcier (legal publisher) internal sandbox-dbs subdomain; no public API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
sandbox.linkcy.cloud,linkcy,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): Linkcy BaaS partner API; gated onboarding, sandbox behind sign-up",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
seldon.local,engine,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
seldon.local,wrapper,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
skynewz-api-fortnite.herokuapp.com,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): heroku-demo,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
slicebox.local,main,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): internal-host,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
staging-biz.coinprofile.co,partna,junk-or-private,"private-confirmed (junk-recheck-w2 2026-08-05): staging subdomain of CoinProfile/Partna; public API lives at docs.getpartna.com, this host is internal staging",2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swagger-api,petstore,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): demo-sample,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.2023sl93091,assignment-3,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.2023sl93091,assignment2,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.8697715,api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.8697715,apineg,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.abgbruce,api-de-autenticacao,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.absie0873,access-tracking,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.absie0873,auditting,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.acce28,acclake-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.accounts-20,aml,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.accounts-20,arc,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.adas-a2b-services,adas-a2b-amts,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.adas-a2b-services,adas-a2b-business-objects,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.adas-a2b-services,adas-a2b-common,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.adas-a2b-services,adas-a2b-datahub,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,adastra-ivr-api,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor (Advanced/OneAdvanced) internal Adastra clinical product API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,adastra-telephony-api,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor (Advanced/OneAdvanced) internal Adastra telephony API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,ahc-docman-api-pepr,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor internal DocMan product API (NHS document mgmt),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,ahc-docman-sci-gateway,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor internal DocMan SCI gateway,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,api-to-communicate-using-communication-platform,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor internal communication platform API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.advancedcomputersoft,bce-api,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real vendor internal API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.afi-integrations,agr-inventory,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.airactive,airactivepro,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.airvantage-team,av-controller-ufone,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch internal microservice,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.airvantage-team,av-integration-mtc-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch internal microservice,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.airvantage-team,av-microservice-finance,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch internal microservice,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.airvantage-team,av-microservice-gatekeeper,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch internal microservice,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,accounting-api-external,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,api-care-plan-external,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,api-document-cms-485-external,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,api-forms-external,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,api-medication-external,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,api-rating,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alayacare,authorizations-external-api,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real home-care vendor; API partner/customer-only not open program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alexfv1603,api-products,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alfah,ap-mag-service-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.alfah,ap-supplier-order-service-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.andrewflbarnes,andrewflbarnes,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.andrewflbarnes,bug.broken-yaml-anchor-in-json,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): broken-test-spec,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.anexya,active-retail-backend-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.anexya,audit,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.anexya,ax-public-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.apex-artem2,apex-box,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.apex-artem2,api-microloan,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.apex.kobul,apex-insurance-ap-is,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.apologistics-gmbh,autostore-controller,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real German logistics firm internal warehouse tooling,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.apologistics-gmbh,bannertool,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): real German logistics firm internal tooling,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.appgallop,activateorder,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.appgallop,authorization,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.asis-9cb,asisportalauth,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.asis-9cb,asisportalplannedshipment,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.assecogeorgia,agentsapi,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal government integration API (Asseco Georgia border/police),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.assecogeorgia,borderpolice,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal government border-police API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.assecogeorgia,borderpolicesecurity,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal government border-police API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.atlasrtx,atlas-rtxv-1,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): no public API; AtlasRTX now verse.ai has no public developer docs,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.atlasrtx,atlasmobileapi,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal mobile API; no public developer program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.attentive-060,attentive-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.attentive-060,attentive-provisioning-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.au-hackathon8,accounts,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): hackathon,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.au-hackathon8,add-new-account,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): hackathon,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.au-hackathon8,add-new-au,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): hackathon,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.axeta,auth-backend,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bifrost-api,bifrost-examiners,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bo-integration,1c-dms,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bookingexpertapi,be-connectapi,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): partner integration API; no public self-serve docs found,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bookingexpertapi,be-identity,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): partner integration API; no public self-serve docs found,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bookingexpertapi,be-ws,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): partner integration API; no public self-serve docs found,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bookingexpertapi,bebe-access,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): partner integration API; no public self-serve docs found,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bringin-a9e,bringin-ap-is,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.bringin-a9e,bringin-offramp,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cetaqua,aquasost,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal research-project API (Cetaqua water research),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cetaqua,aquasost-pi,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal research-project API (Cetaqua water research),2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
